# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] 
+0.0000000000000000e+00 -7.9865191043680772e+00 -1.8922404252022938e+05 -6.4330013349079358e+11 -2.2818612966309266e+18 
+1.0000000000000001e-01 -7.9865187520914276e+00 -1.8922898871228597e+05 -6.4326310096983545e+11 -2.2818727222035466e+18 
+2.0000000000000001e-01 -7.9865176952301438e+00 -1.8924425234098328e+05 -6.4315104387493250e+11 -2.2819036161563814e+18 
+3.0000000000000004e-01 -7.9865159337372953e+00 -1.8927047096645349e+05 -6.4296252344715649e+11 -2.2819489007643658e+18 
+4.0000000000000002e-01 -7.9865134675656932e+00 -1.8930828218699046e+05 -6.4269609998957483e+11 -2.2820035041075302e+18 
+5.0000000000000000e-01 -7.9865102966684907e+00 -1.8935832355863185e+05 -6.4235033477583789e+11 -2.2820623484658225e+18 
+6.0000000000000009e-01 -7.9865064209984933e+00 -1.8942123267844910e+05 -6.4192378816655701e+11 -2.2821203614717391e+18 
+7.0000000000000007e-01 -7.9865018405088719e+00 -1.8949764709698901e+05 -6.4141502156809570e+11 -2.2821724646093527e+18 
+8.0000000000000004e-01 -7.9864965551523142e+00 -1.8958820442606634e+05 -6.4082259501389099e+11 -2.2822135874134989e+18 
+9.0000000000000002e-01 -7.9864905648822093e+00 -1.8969354219172444e+05 -6.4014507046267212e+11 -2.2822386480988065e+18 
+1.0000000000000000e+00 -7.9864838696511855e+00 -1.8981429801418210e+05 -6.3938100771756934e+11 -2.2822425777141268e+18 
+1.1000000000000001e+00 -7.9864764669517525e+00 -1.8995126173562129e+05 -6.3851964639328723e+11 -2.2822886704343516e+18 
+1.2000000000000002e+00 -7.9864683444342557e+00 -1.9010583232293586e+05 -6.3751293957064062e+11 -2.2827137085898627e+18 
+1.3000000000000000e+00 -7.9864594872883075e+00 -1.9027956103699343e+05 -6.3630351851107263e+11 -2.2839228472962455e+18 
+1.4000000000000001e+00 -7.9864498807036055e+00 -1.9047399913058459e+05 -6.3483401465166931e+11 -2.2863212406494136e+18 
+1.5000000000000000e+00 -7.9864395098698964e+00 -1.9069069785382089e+05 -6.3304705943789514e+11 -2.2903140428877071e+18 
+1.6000000000000001e+00 -7.9864283599769124e+00 -1.9093120845667357e+05 -6.3088528437432019e+11 -2.2963064076780029e+18 
+1.7000000000000002e+00 -7.9864164162142304e+00 -1.9119708220283559e+05 -6.2829132065477783e+11 -2.3047034905656269e+18 
+1.8000000000000000e+00 -7.9864036637716476e+00 -1.9148987034192806e+05 -6.2520779970775818e+11 -2.3159104459626798e+18 
+1.9000000000000001e+00 -7.9863900878388323e+00 -1.9181112412209282e+05 -6.2157735313905371e+11 -2.3303324267607398e+18 
+2.0000000000000000e+00 -7.9863756736055631e+00 -1.9216239479434979e+05 -6.1734261234367468e+11 -2.3483745875848289e+18 
+2.1000000000000001e+00 -7.9863604089824420e+00 -1.9254468195030911e+05 -6.1246552591964087e+11 -2.3703077286960077e+18 
+2.2000000000000002e+00 -7.9863442927634161e+00 -1.9295677858052216e+05 -6.0698530997318628e+11 -2.3958652422728028e+18 
+2.3000000000000003e+00 -7.9863273264638002e+00 -1.9339692596309682e+05 -6.0096049891166443e+11 -2.4246461599594604e+18 
+2.4000000000000004e+00 -7.9863095115984502e+00 -1.9386336542685219e+05 -5.9444962603402332e+11 -2.4562495198326231e+18 
+2.5000000000000000e+00 -7.9862908496826233e+00 -1.9435433825597452e+05 -5.8751122560170068e+11 -2.4902743544481341e+18 
+2.6000000000000001e+00 -7.9862713422313583e+00 -1.9486808575944553e+05 -5.8020383134418311e+11 -2.5263196993881697e+18 
+2.7000000000000002e+00 -7.9862509907595269e+00 -1.9540284926619323e+05 -5.7258597652997327e+11 -2.5639845930204380e+18 
+2.8000000000000003e+00 -7.9862297967823208e+00 -1.9595687006652294e+05 -5.6471619531031934e+11 -2.6028680684392428e+18 
+2.9000000000000004e+00 -7.9862077618148275e+00 -1.9652838946581876e+05 -5.5665302146409924e+11 -2.6425691610590070e+18 
+3.0000000000000000e+00 -7.9861848873720724e+00 -1.9711564877447952e+05 -5.4845498868691156e+11 -2.6826869066772009e+18 
+3.1000000000000001e+00 -7.9861611714151062e+00 -1.9771732366676821e+05 -5.4016848407520435e+11 -2.7228967716736461e+18 
+3.2000000000000002e+00 -7.9861365976888203e+00 -1.9833382731855509e+05 -5.3179130711402155e+11 -2.7631799525354363e+18 
+3.3000000000000003e+00 -7.9861111463843271e+00 -1.9896600724150243e+05 -5.2330911137435059e+11 -2.8035940720877189e+18 
+3.4000000000000004e+00 -7.9860847976924694e+00 -1.9961471098800420e+05 -5.1470754943694574e+11 -2.8441967592601559e+18 
+3.5000000000000000e+00 -7.9860575318045326e+00 -2.0028078604507368e+05 -5.0597227545738464e+11 -2.8850456333372872e+18 
+3.6000000000000001e+00 -7.9860293289111164e+00 -2.0096507999255601e+05 -4.9708894140234937e+11 -2.9261983268621640e+18 
+3.7000000000000002e+00 -7.9860001692033853e+00 -2.0166844033964799e+05 -4.8804320086469403e+11 -2.9677124626511985e+18 
+3.8000000000000003e+00 -7.9859700328723262e+00 -2.0239171461745852e+05 -4.7882070693766272e+11 -3.0096456664875428e+18 
+3.9000000000000004e+00 -7.9859389001088248e+00 -2.0313575036427996e+05 -4.6940711258898413e+11 -3.0520555647892454e+18 
+4.0000000000000000e+00 -7.9859067511039790e+00 -2.0390139509969568e+05 -4.5978807115189532e+11 -3.0949997819921382e+18 
+4.1000000000000005e+00 -7.9858735651749351e+00 -2.0468961425595143e+05 -4.4994381221097992e+11 -3.1385856823008932e+18 
+4.2000000000000002e+00 -7.9858393181434284e+00 -2.0550184487688000e+05 -4.3983287106272516e+11 -3.1831195854638356e+18 
+4.2999999999999998e+00 -7.9858039849576343e+00 -2.0633964188113288e+05 -4.2940836003419556e+11 -3.2289575466283766e+18 
+4.4000000000000004e+00 -7.9857675405661324e+00 -2.0720456013401560e+05 -4.1862339270922375e+11 -3.2764556133369098e+18 
+4.5000000000000000e+00 -7.9857299599165490e+00 -2.0809815461717764e+05 -4.0743108001066144e+11 -3.3259698489858452e+18 
+4.6000000000000005e+00 -7.9856912179573030e+00 -2.0902198021720050e+05 -3.9578453501005682e+11 -3.3778563042628557e+18 
+4.7000000000000002e+00 -7.9856512896363840e+00 -2.0997759187023371e+05 -3.8363686967893152e+11 -3.4324710362837304e+18 
+4.8000000000000007e+00 -7.9856101499019481e+00 -2.1096654449402000e+05 -3.7094119639483545e+11 -3.4901700998089354e+18 
+4.9000000000000004e+00 -7.9855677737020896e+00 -2.1199039301666940e+05 -3.5765062726642218e+11 -3.5513095512940406e+18 
+5.0000000000000000e+00 -7.9855241359850444e+00 -2.1305069234158803e+05 -3.4371827503552832e+11 -3.6162454432142131e+18 
+5.1000000000000005e+00 -7.9854792131995369e+00 -2.1414847323463135e+05 -3.2911630678084082e+11 -3.6851872194578929e+18 
+5.2000000000000002e+00 -7.9854329877972328e+00 -2.1528266975331600e+05 -3.1389311086252692e+11 -3.7577578651854525e+18 
+5.3000000000000007e+00 -7.9853854437302418e+00 -2.1645169181395840e+05 -2.9811613012281030e+11 -3.8334337559315517e+18 
+5.4000000000000004e+00 -7.9853365649505239e+00 -2.1765394935614595e+05 -2.8185280685234460e+11 -3.9116912705612605e+18 
+5.5000000000000000e+00 -7.9852863354102963e+00 -2.1888785228398585e+05 -2.6517058415942487e+11 -3.9920067830794813e+18 
+5.6000000000000005e+00 -7.9852347390618350e+00 -2.2015181049503302e+05 -2.4813690532823068e+11 -4.0738566663233910e+18 
+5.7000000000000002e+00 -7.9851817598573582e+00 -2.2144423389451939e+05 -2.3081921343972647e+11 -4.1567172944556477e+18 
+5.8000000000000007e+00 -7.9851273817488710e+00 -2.2276353241442872e+05 -2.1328495096783340e+11 -4.2400650452240722e+18 
+5.9000000000000004e+00 -7.9850715886885864e+00 -2.2410811596001167e+05 -1.9560156099308533e+11 -4.3233762927939026e+18 
+6.0000000000000000e+00 -7.9850143646286078e+00 -2.2547639444957569e+05 -1.7783648632817804e+11 -4.4061274128065797e+18 
+6.1000000000000005e+00 -7.9849556891436047e+00 -2.2686736733418240e+05 -1.6003806790434140e+11 -4.4879323606343450e+18 
+6.2000000000000002e+00 -7.9848955242984418e+00 -2.2828239219625632e+05 -1.4217823929578720e+11 -4.5689554089136722e+18 
+6.3000000000000007e+00 -7.9848338277797195e+00 -2.2972341624763820e+05 -1.2420983003667712e+11 -4.6494984227017861e+18 
+6.4000000000000004e+00 -7.9847705572749064e+00 -2.3119238659639744e+05 -1.0608567203719920e+11 -4.7298632528527350e+18 
+6.5000000000000000e+00 -7.9847056704708175e+00 -2.3269125043251194e+05 -8.7758595292390030e+10 -4.8103517618176276e+18 
+6.6000000000000005e+00 -7.9846391250547368e+00 -2.3422195488387896e+05 -6.9181431282114182e+10 -4.8912658029436908e+18 
+6.7000000000000002e+00 -7.9845708787134013e+00 -2.3578644714927286e+05 -5.0307009798872360e+10 -4.9729072398889472e+18 
+6.8000000000000007e+00 -7.9845008891341021e+00 -2.3738667435795808e+05 -3.1088162280087521e+10 -5.0555779262872064e+18 
+6.9000000000000004e+00 -7.9844291140039623e+00 -2.3902458365926755e+05 -1.1477719671394053e+10 -5.1395797188512246e+18 
+7.0000000000000000e+00 -7.9843555110099018e+00 -2.4070212222964602e+05 +8.5714876976650333e+09 -5.2252144779208632e+18 
+7.1000000000000005e+00 -7.9842800343073987e+00 -2.4242160425585925e+05 +2.9114896245190613e+10 -5.3128395738207734e+18 
+7.2000000000000002e+00 -7.9842026239242880e+00 -2.4418681221629665e+05 +5.0241015260788261e+10 -5.4030344522938122e+18 
+7.3000000000000007e+00 -7.9841232163568456e+00 -2.4600189561118270e+05 +7.2046621021454193e+10 -5.4964340704135690e+18 
+7.4000000000000004e+00 -7.9840417481016814e+00 -2.4787100390601862e+05 +9.4628489034602707e+10 -5.5936733807168891e+18 
+7.5000000000000000e+00 -7.9839581556547916e+00 -2.4979828663800392e+05 +1.1808339644883746e+11 -5.6953873455619635e+18 
+7.6000000000000005e+00 -7.9838723755123855e+00 -2.5178789331999677e+05 +1.4250811985542017e+11 -5.8022109239573443e+18 
+7.7000000000000002e+00 -7.9837843441710294e+00 -2.5384397341965450e+05 +1.6799943480367026e+11 -5.9147790686896128e+18 
+7.8000000000000007e+00 -7.9836939981268547e+00 -2.5597067645752363e+05 +1.9465411805071744e+11 -6.0337267397404754e+18 
